common_risk_budget_percent,common_risk_budget_probability,is_external_display_point,model_id,selected_calibration_method,maximum_feasible_approval_rate_percent,approved_count,rejected_count,boundary_calibrated_pd_cutoff,approved_portfolio_mean_calibrated_pd,cumulative_expected_defaults,realised_approved_defaults,realised_approved_non_defaults,realised_approved_default_rate,budget_slack,feasibility_flag,status,stable_tie_break_rule
1.23,0.0123,False,logit_T,identity,27.306232778309077,62531,166468,0.0168350471908208,0.0122999579093464,769.1286680293438,592,61939,0.0094673042171083,4.2090653535470375e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.24,0.0124,False,logit_T,identity,27.90972886344482,63913,165086,0.017007177959834,0.0123999478490594,792.5178668769377,606,63307,0.0094816391031558,5.2150940533027275e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.25,0.0125,True,logit_T,identity,28.517591779876767,65305,163694,0.0171783204438782,0.0124999850098922,816.3115210710105,625,64680,0.0095704769925733,1.4990107795667673e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.26,0.0126,False,logit_T,identity,29.12807479508644,66703,162296,0.0173633261554691,0.0125999627586034,840.4553158871229,643,66060,0.0096397463382456,3.7241396595028016e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.27,0.0127,False,logit_T,identity,29.74074122594422,68106,160893,0.0175444504956606,0.0126999919559934,864.9456521548914,658,67448,0.0096614101547587,8.044006528581948e-09,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.28,0.0128,False,logit_T,identity,30.3555910724501,69514,159485,0.0177281273723525,0.0127999800887441,889.7778158889604,673,68841,0.0096815030065886,1.9911255857638088e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.29,0.0129,False,logit_T,identity,30.97262433460408,70927,158072,0.0179080885862959,0.0128999558575911,914.9551691113684,689,70238,0.0097142132051263,4.41424088375858e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.3,0.013,False,logit_T,identity,31.591841012406167,72345,156654,0.0180958966308541,0.0129999492895645,940.4813313535448,704,71641,0.0097311493537908,5.0710435484449534e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.31,0.0131,False,logit_T,identity,32.212804422726734,73767,155232,0.0182831314954329,0.0130999984604995,966.34758643567,729,73038,0.0098824677701411,1.5395004524659806e-09,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.32,0.0132,False,logit_T,identity,32.83507788243617,75192,153807,0.0184713929933852,0.0131999777841405,992.5327295450992,745,74447,0.0099079689328651,2.2215859409036032e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.33,0.0133,False,logit_T,identity,33.45822470840484,76619,152380,0.0186624012842859,0.0132999555367924,1019.029293273498,764,75855,0.0099714170114462,4.4463207584527487e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.34,0.0134,False,logit_T,identity,34.08268158376237,78049,150950,0.0188500764785906,0.0133999499136376,1045.852690809502,789,77260,0.0101090340683416,5.008636238743036e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.35,0.0135,False,logit_T,identity,34.709321874768015,79484,149515,0.0190312676655291,0.0134999810719369,1073.032495521839,814,78670,0.0102410548034824,1.8928063014525546e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.36,0.0136,False,logit_T,identity,35.337272215162514,80922,148077,0.0192263233277487,0.0135999843279806,1100.5379317888476,835,80087,0.0103185783841229,1.567201938189322e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.37,0.0137,False,logit_T,identity,35.96522255555701,82360,146639,0.0194282972674143,0.0136999798599353,1128.3303412642726,861,81499,0.0104541039339485,2.0140064683690784e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.38,0.0138,False,logit_T,identity,36.59360957908113,83799,145200,0.0196234906906718,0.0137999883078228,1156.425220207249,888,82911,0.0105967851645007,1.1692177129263293e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.39,0.0139,False,logit_T,identity,37.22199660260525,85238,143761,0.0198244699581116,0.0138999825102401,1184.8067092078522,910,84328,0.0106759895821112,1.7489759820965567e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.4,0.014,False,logit_T,identity,37.84951025987013,86675,142324,0.0200390416625699,0.0139999680874474,1213.4472339795047,929,85746,0.0107182001730602,3.1912552584875686e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.41,0.0141,False,logit_T,identity,38.476587234005386,88111,140888,0.0202416656204142,0.014099998679016,1242.3649836067852,958,87153,0.010872649271941,1.3209839264116672e-09,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.42,0.0142,False,logit_T,identity,39.10235415875179,89544,139455,0.0204467829243479,0.0141999422200231,1271.5196261497513,981,88563,0.0109555079067274,5.7779976869037914e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.43,0.0143,False,logit_T,identity,39.7285577666278,90978,138021,0.0206484207357971,0.0142999861301144,1300.9841381455485,1008,89970,0.0110796016619402,1.3869885595943487e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.44,0.0144,False,logit_T,identity,40.35301464198534,92408,136591,0.0208626855343114,0.014399948676245,1330.670457274449,1033,91375,0.0111786858280668,5.132375498727305e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.45,0.0145,False,logit_T,identity,40.97703483421325,93837,135162,0.0210667129912202,0.0144999557654168,1360.6323491594253,1052,92785,0.0112109295906731,4.4234583104069136e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.46,0.0146,False,logit_T,identity,41.600618343311545,95265,133734,0.0212762182947314,0.0145999489696839,1390.864138596937,1078,94187,0.0113158032855718,5.1030316097766544e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.47,0.0147,False,logit_T,identity,42.22376516928021,96692,132307,0.021471685886295,0.0146999575372887,1421.3682941955226,1105,95587,0.0114280395482563,4.246271126211176e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.48,0.0148,False,logit_T,identity,42.84691199524889,98119,130880,0.0216846122162033,0.0147999889479306,1452.160115582008,1135,96984,0.0115675862982704,1.1052069344777428e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.49,0.0149,False,logit_T,identity,43.46831208869908,99542,129457,0.0218965565331595,0.0148999309474747,1483.1689263735311,1161,98381,0.0116634184565309,6.905252525161999e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.5,0.015,True,logit_T,identity,44.08971218214927,100965,128034,0.0220993888923598,0.0149999758042055,1514.4725570716148,1182,99783,0.0117070271876392,2.4195794435730167e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.51,0.0151,False,logit_T,identity,44.71023890934021,102386,126613,0.0223063930996968,0.0150999430196162,1546.0227660064334,1210,101176,0.0118180219951946,5.69803837117272e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.52,0.0152,False,logit_T,identity,45.33032895340154,103806,125193,0.0225110653083055,0.0151999306155555,1577.8439974783548,1238,102568,0.011926092904071,6.93844444937114e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.53,0.0153,False,logit_T,identity,45.94998231433325,105225,123774,0.0227267188633524,0.0152999373848088,1609.9359113165149,1262,103963,0.0119933475885008,6.261519111538938e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.54,0.0154,False,logit_T,identity,46.56832562587609,106641,122358,0.0229394196859806,0.015399951750831,1642.2662546603776,1288,105353,0.0120779062461904,4.8249168917158254e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.55,0.0155,False,logit_T,identity,47.18535888803008,108054,120945,0.0231546515554567,0.0154999407421808,1674.8305969556047,1323,106731,0.0122438780609695,5.925781919498275e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.56,0.0156,False,logit_T,identity,47.80151878392482,109465,119534,0.0233661690336828,0.0155999777634115,1707.651565871844,1356,108109,0.0123875211254738,2.2236588461191364e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.57,0.0157,False,logit_T,identity,48.4163686304307,110873,118126,0.0235729019808762,0.015699939787615,1740.6994240722445,1391,109482,0.0125458858333408,6.02123849426095e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.58,0.0158,False,logit_T,identity,49.03078179380696,112280,116719,0.0237828585784625,0.0157999505340454,1774.018445962622,1417,110863,0.0126202351264695,4.9465954561622734e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.59,0.0159,False,logit_T,identity,49.64432159092398,113685,115314,0.0239970167204107,0.0158999520846047,1807.5860527382931,1447,112238,0.0127281523507938,4.791539523138488e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.6,0.016,False,logit_T,identity,50.25742470491137,115089,113910,0.0241997425534074,0.0159999719951225,1841.4207769466584,1477,113612,0.0128335462120619,2.8004877458687183e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.61,0.0161,False,logit_T,identity,50.86965445263953,116491,112508,0.0244091209471733,0.0160999550674185,1875.499865758652,1512,114979,0.0129795434840459,4.493258146803791e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.62,0.0162,False,logit_T,identity,51.48144751723807,117892,111107,0.0246231069389872,0.0161999785720699,1909.847873818473,1538,116354,0.0130458385641095,2.142793002757326e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.63,0.0163,False,logit_T,identity,52.09193053244774,119290,109709,0.0248308670886434,0.0162999685589984,1944.4232494029216,1567,117723,0.0131360549920362,3.1441001576565375e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.64,0.0164,False,logit_T,identity,52.70197686452779,120687,108312,0.0250465975741634,0.0163999493277299,1979.260684515743,1599,119088,0.0132491486241268,5.06722700639728e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.65,0.0165,False,logit_T,identity,53.31071314721898,122081,106918,0.0252647635338922,0.0164999389863865,2014.3290513970612,1637,120444,0.0134091300038499,6.101361341159794e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.66,0.0166,False,logit_T,identity,53.91813938052131,123472,105527,0.0254883984395817,0.016599933108819,2049.626940812104,1684,121788,0.0136387197097317,6.68911809657835e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.67,0.0167,False,logit_T,identity,54.52425556443478,124860,104139,0.0257091755023379,0.0166999729953319,2085.1586281971495,1718,123142,0.0137594105398045,2.7004668032987178e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.68,0.0168,False,logit_T,identity,55.12906169895938,126245,102754,0.0259253570947767,0.0167999757207057,2120.9129348604984,1750,124495,0.0138619351261436,2.4279294241758013e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.69,0.0169,False,logit_T,identity,55.73255778409513,127627,101372,0.0261453357378008,0.0168999654687651,2156.891892882084,1791,125836,0.0140330807744442,3.4531234892332125e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.7,0.017,False,logit_T,identity,56.33474381984201,129006,99993,0.0263737869514917,0.0169999768581622,2193.099014564076,1826,127180,0.0141543804164147,2.3141837775936255e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.71,0.0171,False,logit_T,identity,56.93474643994079,130380,98619,0.0266031437212284,0.0170999480857367,2229.49123141836,1864,128516,0.0142966712685994,5.1914263232005764e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.72,0.0172,False,logit_T,identity,57.5334390106507,131751,97248,0.0268245749684417,0.0171999950795577,2266.116551726818,1894,129857,0.0143756024622204,4.920442209926934e-09,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.73,0.0173,False,logit_T,identity,58.12994816571251,133117,95882,0.0270519336703002,0.0172999406489575,2302.9161993672856,1930,131187,0.0144985238549546,5.935104242446587e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.74,0.0174,False,logit_T,identity,58.72514727138547,134480,94519,0.0272855735982876,0.0173999593079222,2339.9465277293816,1964,132516,0.0146044021415823,4.0692077766385504e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.75,0.0175,True,logit_T,identity,59.31816296141031,135838,93161,0.027532302318508,0.0174999965690821,2377.164533950979,2005,133833,0.0147602290964236,3.43091786578209e-09,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.76,0.0176,False,logit_T,identity,59.90812186952781,137189,91810,0.0277754223426066,0.01759997796851,2414.5233775219313,2042,135147,0.0148845752939375,2.2031489906731986e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.77,0.0177,False,logit_T,identity,60.495897361997216,138535,90464,0.0280195608290622,0.0176999887127049,2452.0679363145796,2076,136459,0.0149853827552604,1.1287295056949809e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.78,0.0178,False,logit_T,identity,61.080616072559266,139874,89125,0.028264723574686,0.0177999552474688,2489.7509402844576,2123,137751,0.0151779458655647,4.4752531153102744e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.79,0.0179,False,logit_T,identity,61.6627146843436,141207,87792,0.0285173184577576,0.0178999334586123,2527.5959038902784,2164,139043,0.0153250192979101,6.65413876187182e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.8,0.018,False,logit_T,identity,62.24219319735021,142534,86465,0.0287762829510851,0.0179999532605032,2565.6053380325666,2194,140340,0.0153928185555727,4.673949677291844e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.81,0.0181,False,logit_T,identity,62.81817824531985,143853,85146,0.0290365062247485,0.0180999585359524,2603.7333352723635,2231,141622,0.0155088875449243,4.1464047580846985e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.82,0.0182,False,logit_T,identity,63.39110651138215,145165,83834,0.0293019822036706,0.0181999767648329,2641.999627066976,2270,142895,0.0156373781558915,2.323516704733075e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.83,0.0183,False,logit_T,identity,63.96054131240748,146469,82530,0.029560955835864,0.0182999400817555,2680.3739238346507,2312,144157,0.0157849101174992,5.9918244470214e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.84,0.0184,False,logit_T,identity,64.52648264839584,147765,81234,0.0298468111398599,0.0183999735564636,2718.8720925708576,2343,145422,0.0158562582478936,2.6443536305098547e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.85,0.0185,False,logit_T,identity,65.08849383621762,149052,79947,0.0301147314935291,0.0184999763654249,2757.4584772193216,2374,146678,0.0159273273756809,2.3634575036651784e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.86,0.0186,False,logit_T,identity,65.64657487587282,150330,78669,0.030418754131648,0.0185999902093113,2796.13652816577,2407,147923,0.0160114414953768,9.790688683397608e-09,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.87,0.0187,False,logit_T,identity,66.19985240110219,151597,77402,0.0307069058349907,0.0186999699472737,2834.8593440968625,2456,149141,0.0162008483017473,3.0052726227719484e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.88,0.0188,False,logit_T,identity,66.74919977816496,152855,76144,0.0310062906985417,0.0187999982720596,2873.67373587567,2495,150360,0.0163226587288606,1.727940401874406e-09,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.89,0.0189,False,logit_T,identity,67.29374364080192,154102,74897,0.0312953551367167,0.0188999371121013,2912.5181088490376,2538,151564,0.0164696110368457,6.28878986802528e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.9,0.019,False,logit_T,identity,67.83479403840191,155341,73658,0.0315949873908113,0.0189999875000751,2951.477058249166,2575,152766,0.0165764350686554,1.2499924900710724e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.91,0.0191,False,logit_T,identity,68.37060423844646,156568,72431,0.0319137347424734,0.0190999297639634,2990.437803284234,2616,153952,0.0167083950743446,7.023603651803989e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.92,0.0192,False,logit_T,identity,68.90204760719479,157785,71214,0.0322201806832014,0.0191999569743876,3029.4652112037584,2669,155116,0.0169154228855721,4.3025612329883334e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.93,0.0193,False,logit_T,identity,69.4286874615173,158991,70008,0.0325415970006791,0.0192999516241553,3068.5186086760755,2705,156286,0.0170135416470114,4.8375844701603616e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.94,0.0194,False,logit_T,identity,69.95052380141398,160186,68813,0.0328699060311431,0.0193999781392067,3107.604898206978,2747,157439,0.0171488145031401,2.1860793217309823e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.95,0.0195,False,logit_T,identity,70.46711994375521,161369,67630,0.0332065694115996,0.0194999612112496,3146.689240698137,2793,158576,0.0173081570809759,3.8788750399143535e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.96,0.0196,False,logit_T,identity,70.97934925480024,162542,66457,0.0335224090580712,0.0195999856775746,3185.820872004343,2833,159709,0.0174293413394691,1.4322425322121912e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.97,0.0197,False,logit_T,identity,71.48677505141944,163704,65295,0.0338443183749401,0.019699963207785,3224.9627769672516,2881,160823,0.017598836925182,3.679221490318629e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.98,0.0198,False,logit_T,identity,71.98983401674244,164856,64143,0.0341778241632483,0.0197999766682385,3264.144953619127,2927,161929,0.0177548891153491,2.3331761495049008e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.99,0.0199,False,logit_T,identity,72.4880894676396,165997,63002,0.0345223792317272,0.0198999977077392,3303.3399194915987,2957,163040,0.0178135749441254,2.292260711106442e-09,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
2.0,0.02,True,logit_T,identity,72.98110472098132,167126,61873,0.034859894778257,0.019999943241423,3342.5105141660624,3002,164124,0.0179624953627801,5.6758576987697706e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.75,0.0075,True,logit_T_plus_AD,identity,13.938488814361635,31919,197080,0.0103795921942079,0.0074999125371613,239.38970827365253,170,31749,0.0053259813903944,8.746283866861022e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.76,0.0076,False,logit_T_plus_AD,identity,14.425390503888664,33034,195965,0.0105425370369651,0.0075999468332239,251.05664368872144,174,32860,0.0052673003572077,5.3166776005190985e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.77,0.0077,False,logit_T_plus_AD,identity,14.919715806619244,34166,194833,0.0106962895359738,0.0076999618868939,263.0768978276193,178,33988,0.005209857753322,3.81131060331677e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.78,0.0078,False,logit_T_plus_AD,identity,15.420154673164513,35312,193687,0.0108654429086585,0.0077999908181109,275.4332757691334,186,35126,0.0052673312188491,9.18188906330608e-09,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.79,0.0079,False,logit_T_plus_AD,identity,15.925397054135608,36469,192530,0.0110387302993239,0.007899997476149,288.10500795768013,195,36274,0.005347007047081,2.523850939004091e-09,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.8,0.008,False,logit_T_plus_AD,identity,16.43587963266215,37638,191361,0.011202673352264,0.0079999907577248,301.1036521392465,203,37435,0.005393485307402,9.242275188225957e-09,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.81,0.0081,False,logit_T_plus_AD,identity,16.952039091873765,38820,190179,0.0113619581459996,0.0080999248168209,314.4390813889884,209,38611,0.0053838227717671,7.518317907129203e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.82,0.0082,False,logit_T_plus_AD,identity,17.474748798029687,40017,188982,0.0115249908181866,0.0081999830976833,328.1387236199934,223,39794,0.0055726316315565,1.6902316679959232e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.83,0.0083,False,logit_T_plus_AD,identity,18.003572068000295,41228,187771,0.0116817456364622,0.0082999282605688,342.1894423267336,233,40995,0.0056514989812748,7.173943112476211e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.84,0.0084,False,logit_T_plus_AD,identity,18.538072218655977,42452,186547,0.011850826612244,0.0083999263035046,356.59367143638065,246,42206,0.0057947799868086,7.369649531949185e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.85,0.0085,False,logit_T_plus_AD,identity,19.077812566867102,43688,185311,0.0120224770829102,0.0084999463886589,371.3456578277334,260,43428,0.0059512909723493,5.3611341022802295e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.86,0.0086,False,logit_T_plus_AD,identity,19.62235642950406,44935,184064,0.0121859561234558,0.0085999918443663,386.44063352660214,273,44662,0.0060754423055524,8.15563364585381e-09,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.87,0.0087,False,logit_T_plus_AD,identity,20.171703806566843,46193,182806,0.0123546235461197,0.0086999879091504,401.87854148738535,285,45908,0.0061697659818587,1.2090849580218e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.88,0.0088,False,logit_T_plus_AD,identity,20.724981331796208,47460,181539,0.0125343595396308,0.008799968941196,417.6465259491635,298,47162,0.0062789717656974,3.1058803971403814e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.89,0.0089,False,logit_T_plus_AD,identity,21.28131563893292,48734,180265,0.0127127914966056,0.0088999259531972,433.7289914031128,310,48424,0.0063610620921738,7.404680279002318e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.9,0.009,False,logit_T_plus_AD,identity,21.8411434111066,50016,178983,0.0128894801671798,0.0089999525252558,450.1416255031955,323,49693,0.0064579334612923,4.7474744172340544e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.91,0.0091,False,logit_T_plus_AD,identity,22.40446464831724,51306,177693,0.0130673382200557,0.0090999972843474,466.8844606707278,334,50972,0.0065099598487506,2.715652598628271e-09,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.92,0.0092,False,logit_T_plus_AD,identity,22.97127935056485,52604,176395,0.0132380546942946,0.0091999235455797,483.9527781916764,346,52258,0.0065774465820089,7.64544202634665e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.93,0.0093,False,logit_T_plus_AD,identity,23.541587517849425,53910,175089,0.0134163745358877,0.0092999339585081,501.3594397031758,360,53550,0.006677796327212,6.604149182382059e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.94,0.0094,False,logit_T_plus_AD,identity,24.115825833300583,55225,173774,0.0135869734521559,0.0093999644897117,519.1130389443307,376,54849,0.0068085106382978,3.5510288263693186e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.95,0.0095,False,logit_T_plus_AD,identity,24.692684247529463,56546,172453,0.0137723392091569,0.0094999694809307,537.1852742687086,400,56146,0.0070738867470731,3.0519069278700524e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.96,0.0096,False,logit_T_plus_AD,identity,25.271726077406452,57872,171127,0.0139511265631914,0.0095999290194065,555.5670922110932,412,57460,0.0071191595244677,7.098059349661123e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.97,0.0097,False,logit_T_plus_AD,identity,25.854261372320405,59206,169793,0.0141312746915588,0.0096999827908944,574.2971811176955,430,58776,0.0072627774212073,1.720910557286015e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.98,0.0098,False,logit_T_plus_AD,identity,26.43898008288246,60545,168454,0.0143161545993451,0.0097999981683627,593.3408891035255,445,60100,0.007349905029317,1.8316372047549878e-09,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
0.99,0.0099,False,logit_T_plus_AD,identity,27.024572159703755,61886,167113,0.0145051747570409,0.0098999541946066,612.6685652874294,465,61421,0.0075138157256891,4.580539331514034e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.0,0.01,True,logit_T_plus_AD,identity,27.612784335302777,63233,165766,0.0146879505788148,0.0099999745428085,632.3283902654103,485,62748,0.0076700457039836,2.5457191491981557e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.01,0.0101,False,logit_T_plus_AD,identity,28.202743243420276,64584,164415,0.0148721372986472,0.0100999619936671,652.2959453990011,511,64073,0.0079121763904372,3.8006332820500484e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.02,0.0102,False,logit_T_plus_AD,identity,28.794448884056266,65939,163060,0.0150655898725648,0.0101999832264882,672.5766939714067,523,65416,0.0079315731206114,1.6773511780920902e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.03,0.0103,False,logit_T_plus_AD,identity,29.385717841562627,67293,161706,0.0152659994392384,0.0102999319538278,693.1133209689357,539,66754,0.0080097484136537,6.804617217782971e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.04,0.0104,False,logit_T_plus_AD,identity,29.97786016532823,68649,160350,0.0154599141710852,0.0103999548435524,713.9465000550317,555,68094,0.0080846042913953,4.515644755516413e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.05,0.0105,False,logit_T_plus_AD,identity,30.5713125384827,70008,158991,0.0156499170628355,0.0104999880723675,735.0831649703044,572,69436,0.0081704948005942,1.1927632492803042e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.06,0.0106,False,logit_T_plus_AD,identity,31.16520159476679,71368,157631,0.0158423770997109,0.0105999676264135,756.4984895618792,588,70780,0.0082389866606882,3.2373586492107094e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.07,0.0107,False,logit_T_plus_AD,identity,31.75996401731012,72730,156269,0.0160315785893434,0.0106999546554364,778.20770208989,610,72120,0.0083871854805444,4.5344563591800946e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.08,0.0108,False,logit_T_plus_AD,identity,32.356473172371935,74096,154903,0.0162177316200352,0.0107999677100158,800.2344074413334,630,73466,0.0085024832649535,3.2289984165656544e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
1.09,0.0109,False,logit_T_plus_AD,identity,32.95385569369299,75464,153535,0.0164169331660826,0.0108999773408682,822.555890051278,649,74815,0.0086001272129757,2.2659131798316582e-08,True,FEASIBLE,"selected calibrated PD ascending, then frozen base_order ascending"
