algorithm_family,t_model_id,t_plus_ad_model_id,n_bins,t_risk_bin,t_plus_ad_risk_bin,case_count,share_of_total,share_within_t_bin,target_default_count,observed_default_rate,bin_assignment
logit,logit_T,logit_T_plus_AD,5,1,1,33109,0.1445814173861021,0.7229039301310044,189,0.005708417650789816,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,1,2,9814,0.04285608234097092,0.21427947598253275,131,0.013348277970246587,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,1,3,2666,0.011641972235686618,0.058209606986899566,53,0.019879969992498126,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,1,4,190,0.0008296979462792414,0.004148471615720524,6,0.031578947368421054,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,1,5,21,9.17034572203372e-05,0.00045851528384279475,0,0.0,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,2,1,10473,0.04573382416517103,0.22866812227074235,70,0.006683853719087177,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,2,2,20273,0.08852877086799506,0.4426419213973799,261,0.01287426626547625,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,2,3,11241,0.04908755060065764,0.24543668122270743,209,0.018592651899297215,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,2,4,3633,0.015864698099118335,0.0793231441048035,93,0.02559867877786953,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,2,5,180,0.0007860296333171761,0.003930131004366812,6,0.03333333333333333,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,3,1,1841,0.008039336416316229,0.04019650655021834,16,0.008690928843020097,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,3,2,12726,0.055572295075524344,0.27786026200873365,168,0.013201320132013201,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,3,3,17188,0.0750570963191979,0.37528384279475985,357,0.020770304863858505,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,3,4,12752,0.055685832689225716,0.2784279475982533,425,0.03332810539523212,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,3,5,1293,0.005646312865995048,0.028231441048034933,64,0.04949729311678268,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,4,1,344,0.0015021899658950477,0.007510917030567685,3,0.00872093023255814,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,4,2,2805,0.012248961785859326,0.061244541484716156,44,0.01568627450980392,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,4,3,13248,0.05785178101214416,0.28925764192139736,314,0.02370169082125604,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,4,4,19144,0.08359861833457788,0.41799126637554584,690,0.036042624320936065,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,4,5,10259,0.044799322267782826,0.22399563318777294,543,0.05292913539331319,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,5,1,33,0.0001441054327748156,0.000720539749776196,0,0.0,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,5,2,182,0.0007947632959095891,0.003973885892705081,4,0.02197802197802198,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,5,3,1457,0.00636247319857292,0.031812921679512655,38,0.02608098833218943,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,5,4,10081,0.044022026297058064,0.22011397628769186,454,0.04503521476044043,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,5,5,5,34046,0.14867313831064766,0.7433786763903142,3061,0.08990777183810139,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,1,1,14815,0.06469460565329979,0.646943231441048,66,0.004454944313196085,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,1,2,4878,0.02130140306289547,0.21301310043668123,36,0.007380073800738007,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,1,3,1955,0.008537155184083774,0.0853711790393013,28,0.01432225063938619,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,1,4,901,0.003934514997882087,0.03934497816593886,18,0.01997780244173141,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,1,5,250,0.0010917078240516335,0.010917030567685589,3,0.012,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,1,6,74,0.0003231455159192835,0.0032314410480349344,2,0.02702702702702703,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,1,7,19,8.296979462792414e-05,0.0008296943231441048,0,0.0,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,1,8,7,3.056781907344573e-05,0.0003056768558951965,0,0.0,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,1,9,0,0.0,0.0,0,,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,1,10,1,4.366831296206534e-06,4.3668122270742355e-05,0,0.0,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,2,1,5355,0.02338438159118599,0.23384279475982533,19,0.0035480859010270775,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,2,2,8061,0.035201027078720866,0.3520087336244542,68,0.008435677955588637,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,2,3,4539,0.019821047253481456,0.19820960698689957,50,0.011015642211940957,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,2,4,2419,0.010563364905523604,0.10563318777292577,35,0.014468788755684168,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,2,5,1734,0.0075720854676221295,0.07572052401746725,36,0.020761245674740483,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,2,6,608,0.0026550334280935725,0.026550218340611352,12,0.019736842105263157,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,2,7,135,0.000589522224987882,0.0058951965065502186,4,0.02962962962962963,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,2,8,29,0.00012663810758998948,0.0012663755458515284,2,0.06896551724137931,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,2,9,12,5.24019755544784e-05,0.0005240174672489083,0,0.0,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,2,10,8,3.493465036965227e-05,0.00034934497816593884,0,0.0,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,3,1,1591,0.006947628592264595,0.06947598253275108,9,0.0056568196103079825,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,3,2,5673,0.024773033943379666,0.24772925764192139,33,0.005817028027498678,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,3,3,5937,0.02592587740557819,0.2592576419213974,78,0.013137948458817585,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,3,4,3976,0.017362521233717176,0.1736244541484716,52,0.013078470824949699,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,3,5,2686,0.011729308861610749,0.11729257641921398,45,0.01675353685778109,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,3,6,2113,0.009227114528884405,0.0922707423580786,44,0.02082347373402745,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,3,7,753,0.0032882239660435198,0.032882096069869,19,0.025232403718459494,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,3,8,124,0.0005414870807296102,0.005414847161572052,4,0.03225806451612903,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,3,9,33,0.0001441054327748156,0.001441048034934498,2,0.06060606060606061,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,3,10,14,6.113563814689147e-05,0.000611353711790393,1,0.07142857142857142,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,4,1,640,0.0027947720295721816,0.02794759825327511,4,0.00625,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,4,2,2569,0.011218389599954585,0.11218340611353712,24,0.009342156481121059,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,4,3,5270,0.02301320093100843,0.23013100436681222,61,0.01157495256166983,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,4,4,5090,0.022227171297691257,0.22227074235807862,70,0.0137524557956778,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,4,5,3620,0.015807929292267653,0.15807860262008733,59,0.016298342541436465,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,4,6,2822,0.012323197917894838,0.12323144104803493,61,0.02161587526576896,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,4,7,2228,0.009729300127948157,0.09729257641921397,51,0.02289048473967684,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,4,8,528,0.0023056869243970497,0.023056768558951966,19,0.03598484848484849,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,4,9,107,0.0004672509486940991,0.004672489082969433,3,0.028037383177570093,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,4,10,26,0.00011353761370136988,0.0011353711790393012,0,0.0,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,5,1,277,0.0012096122690492099,0.012096069868995633,2,0.007220216606498195,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,5,2,1032,0.0045065698976851426,0.04506550218340611,11,0.01065891472868217,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,5,3,3018,0.013179096851951318,0.13179039301310044,28,0.00927766732935719,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,5,4,4857,0.021209699605675134,0.21209606986899562,73,0.015029853819229977,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,5,5,4593,0.02005685614347661,0.20056768558951965,71,0.01545830611800566,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,5,6,3587,0.015663823859492835,0.15663755458515283,91,0.025369389461945915,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,5,7,3283,0.01433630714544605,0.14336244541484716,97,0.02954614681693573,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,5,8,1965,0.008580823497045838,0.08580786026200873,66,0.03358778625954199,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,5,9,240,0.001048039511089568,0.010480349344978166,7,0.029166666666666667,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,5,10,48,0.0002096079022179136,0.002096069868995633,1,0.020833333333333332,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,6,1,115,0.0005021855990637513,0.005021834061135371,0,0.0,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,6,2,417,0.0018209686505181245,0.018209606986899562,3,0.007194244604316547,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,6,3,1435,0.006266402910056376,0.06266375545851528,20,0.013937282229965157,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,6,4,3416,0.01491709570784152,0.1491703056768559,47,0.013758782201405152,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,6,5,4656,0.02033196651513762,0.2033187772925764,88,0.018900343642611683,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,6,6,4352,0.019004449801090836,0.19004366812227075,107,0.02458639705882353,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,6,7,3857,0.0168428683094686,0.16842794759825327,112,0.029038112522686024,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,6,8,3647,0.01592583373726523,0.15925764192139738,150,0.04112969564025226,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,6,9,902,0.003938881829178294,0.03938864628820961,47,0.052106430155210645,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,6,10,103,0.00044978362350927295,0.0044978165938864625,9,0.08737864077669903,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,7,1,65,0.0002838440342534247,0.0028384279475982535,1,0.015384615384615385,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,7,2,167,0.0007292608264664911,0.007292576419213974,1,0.005988023952095809,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,7,3,531,0.0023187874182856692,0.023187772925764193,9,0.01694915254237288,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,7,4,1674,0.007310075589849738,0.07310043668122271,26,0.015531660692951015,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,7,5,3558,0.015537185751902848,0.1553711790393013,58,0.016301292861157952,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,7,6,4726,0.02063764470587208,0.2063755458515284,135,0.028565382987727466,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,7,7,4416,0.019283927004048053,0.19283842794759826,127,0.028759057971014492,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,7,8,4555,0.01989091655422076,0.19890829694323145,176,0.038638858397365534,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,7,9,2956,0.012908353311586513,0.1290829694323144,147,0.04972936400541272,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,7,10,252,0.0011004414866440464,0.011004366812227074,20,0.07936507936507936,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,8,1,29,0.00012663810758998948,0.0012663755458515284,0,0.0,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,8,2,83,0.0003624469975851423,0.0036244541484716157,1,0.012048192771084338,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,8,3,160,0.0006986930073930454,0.0069868995633187774,3,0.01875,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,8,4,440,0.0019214057703308748,0.01921397379912664,6,0.013636363636363636,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,8,5,1454,0.0063493727046843,0.06349344978165938,26,0.017881705639614855,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,8,6,3510,0.015327577849684934,0.15327510917030568,95,0.027065527065527065,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,8,7,4997,0.02182105598714405,0.21820960698689956,171,0.034220532319391636,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,8,8,5176,0.02260271878916502,0.22602620087336245,216,0.04173106646058733,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,8,9,6010,0.026244656090201268,0.26244541484716155,314,0.052246256239600664,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,8,10,1041,0.004545871379351002,0.045458515283842794,62,0.059558117195004805,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,9,1,12,5.24019755544784e-05,0.0005240174672489083,0,0.0,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,9,2,17,7.423613203551108e-05,0.0007423580786026201,0,0.0,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,9,3,48,0.0002096079022179136,0.002096069868995633,0,0.0,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,9,4,113,0.0004934519364713383,0.004934497816593887,3,0.02654867256637168,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,9,5,320,0.0013973860147860908,0.013973799126637555,9,0.028125,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,9,6,1037,0.004528404054166176,0.045283842794759825,25,0.024108003857280617,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,9,7,2959,0.012921453805475134,0.12921397379912664,103,0.034809057113889826,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,9,8,5661,0.024720631967825188,0.2472052401746725,272,0.04804804804804805,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,9,9,7670,0.03349359604190411,0.3349344978165939,411,0.05358539765319426,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,9,10,5063,0.02210926685269368,0.22109170305676856,409,0.08078214497333597,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,10,1,1,4.366831296206534e-06,4.36700292589196e-05,0,0.0,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,10,2,3,1.31004938886196e-05,0.00013101008777675882,0,0.0,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,10,3,7,3.056781907344573e-05,0.0003056902048124372,0,0.0,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,10,4,14,6.113563814689147e-05,0.0006113804096248744,1,0.07142857142857142,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,10,5,29,0.00012663810758998948,0.0012664308485086685,2,0.06896551724137931,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,10,6,71,0.00031004502203066386,0.003100572077383292,2,0.028169014084507043,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,10,7,253,0.001104808317940253,0.011048517402506659,14,0.05533596837944664,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,10,8,1208,0.0052751322058174925,0.052753395344774884,65,0.05380794701986755,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,10,9,4970,0.021703151542146474,0.21704004541683042,333,0.06700201207243461,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,10,10,10,16343,0.07136712387390338,0.7136992881785231,1908,0.11674723123049624,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,20,1,1,6461,0.028214097004790415,0.5642794759825327,30,0.004643244079863798,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,20,1,2,2462,0.010751138651260485,0.21502183406113537,14,0.005686433793663688,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,20,1,3,1022,0.004462901584723077,0.08925764192139737,7,0.00684931506849315,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,20,1,4,584,0.0025502294769846156,0.05100436681222707,3,0.005136986301369863,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,20,1,5,437,0.0019083052764422553,0.03816593886462882,5,0.011441647597254004,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,20,1,6,263,0.0011484766309023183,0.02296943231441048,6,0.022813688212927757,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,20,1,7,113,0.0004934519364713383,0.009868995633187773,0,0.0,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,20,1,8,39,0.0001703064205520548,0.003406113537117904,1,0.02564102564102564,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,20,1,9,28,0.00012227127629378293,0.002445414847161572,1,0.03571428571428571,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,20,1,10,16,6.986930073930454e-05,0.0013973799126637554,0,0.0,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,20,1,11,11,4.803514425827187e-05,0.0009606986899563319,0,0.0,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
logit,logit_T,logit_T_plus_AD,20,1,12,8,3.493465036965227e-05,0.0006986899563318777,0,0.0,"separate global stable ranks by selected calibrated PD ascending, then frozen base_order ascending; bin 1 lowest risk"
