model_id,information_set,algorithm_family,selected_calibration_method,n_cases,n_defaults,n_non_defaults,observed_default_rate,mean_calibrated_pd,roc_auc,average_precision,log_loss,brier_score,metric_status,missing_metric_reason
logit_T,T,logit,identity,228999,7199,221800,0.0314368185013908,0.031443969013301,0.7249018686970725,0.0843086141283241,0.1301501628331053,0.0298755610466968,PASS,
logit_T_plus_AD,T_plus_AD,logit,identity,228999,7199,221800,0.0314368185013908,0.0314422505899423,0.7417305122405162,0.0892294554563525,0.1284651971232759,0.0297621641651125,PASS,
lightgbm_T,T,lightgbm,identity,228999,7199,221800,0.0314368185013908,0.0313773010745494,0.7629060383850027,0.1169949803769731,0.1245824577406302,0.0291264589853717,PASS,
lightgbm_T_plus_AD,T_plus_AD,lightgbm,identity,228999,7199,221800,0.0314368185013908,0.0313690042427928,0.7786644883300218,0.1244150109826994,0.1227444123539323,0.0289802553818611,PASS,
mlp_T,T,mlp,logistic,228999,7199,221800,0.0314368185013908,0.0314109641005476,0.755622918021251,0.1097605073051303,0.1255959254163444,0.0292537503510992,PASS,
mlp_T_plus_AD,T_plus_AD,mlp,identity,228999,7199,221800,0.0314368185013908,0.0311711539522997,0.7714695756010597,0.1150603076662408,0.1238560023470651,0.0291371215308045,PASS,
